,hashtags,tweet
9857,[],"['professorfergu1', 'ask', 'great', 'leader', 'dan', 'andrew', 'victoria', 'australia', 'could', 'interest', 'well', 'httpstcoco2qo2y02w']"
9858,[],"['call', 'boycott', 'busi', 'impos', 'vaccin', 'passport', 'httpstcozrb6b1mxum']"
9859,[],"['jamesmelvil', 'counter', 'product', 'know', 'vaccin', 'doesn’t', 'mean', 'can’t', 'get', 'it…', 'lessen', 'chanc', 'reduc', 'sever', 'mani', 'case', 'think', 'would', 'passport', 'rule', 'stop', 'stir', 'shit…']"
9860,[],"['beveridgesbitch', 'repli', 'venu', 'either', 'neg', 'lat', 'flow', 'door', 'nh', 'vaccin', 'passport', 'exactli', 'help']"
9861,[],"['mattietimm', 'vaccin', 'passport', 'got', '12', 'grade', 'colleg', 'httpstcosc0yhsalkc']"
9862,[],"['081g0', 'vaccin', 'passport', 'need', 'upload', 'french', 'govern']"
9863,[],"['081g0', 'take', 'voucher', 'kuyakusho', 'process', 'rule', 'may', 'vari', 'bit', '区', '区', 'meguro', 'issu', 'offici', 'certif', 'consid', 'japan', 'nation', 'vaccin', 'passport', 'took', '10', 'minut']"
9864,[],"['creat', 'account', 'vaccin', 'passport', 'app', 'without', 'driver', 'licens', 'passport', 'neither', 'need', 'one', 'creat', 'account', '🤷🏻\u200d♀️🤷🏻\u200d♀️']"
9865,[],"['cloak', 'dagger', 'militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'httpstcoh0zpdf61', 'via', 'thegrayzonenew']"
9866,[],"['canada', 'covid19', 'vaccin', 'passport', 'httpstcorswfh6q4v', 'mltaikin']"
9867,[],"['cloak', 'dagger', 'militari', 'intellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'httpstcoeh0q98z657', 'httpstco9p5ee7omxn']"
9868,[],"['i’m', 'sure', 'one', 'propos', 'certif', 'vaccin', 'would', 'caught', 'sir', 'given', 'evid', 'global', 'vaccin', 'passport', 'serv', 'use', 'whatsoev', 'don’t', 'even', 'attempt', 'peddl', 'gratuit', 'posit', 'present', 'ty', 'httpstco99msfpdnen']"
9869,[],"['clairefosterphd', 'tri', 'go', 'restaur', 'didnt', 'ask', 'vaccin', 'passport', 'liter', 'frontsid', '900', 'nolli', 'kickflip', 'walk']"
9870,[],"['tumblew33d', 'leehurstcom', 'track', 'trace', 'guess', 'lay', 'infrastructur', 'vaccin', 'passport', 'ultim', 'social', 'credit', 'system']"
9871,[],"['interest', 'stori', 'ineffect', 'vaccin', 'passport', 'system', 'vaccin', 'stop', 'spread', 'covid', '19', 'httpstco0czakisl28']"
9872,[],"['faceisamess', 'matthew35737997', 'ozraeliavi', 'dodg', 'question', 'legisl', 'put', 'power', 'place', 'enforc', 'almost', 'anyth', 'deem', 'necessari', 'health', 'includ', 'qr', 'scan', 'contact', 'trace', 'show', 'vaccin', 'statu', 'enter', 'venu', 'lack', 'vaccin', 'passport', 'term', 'doesnt', 'indic', 'happen']"
9873,[],"['mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'httpstcoifxdysykc9', 'via', 'bitchut']"
9874,"['FullyVaccinated', 'Unvaccinated', 'VaccinePassport', 'COVID19', 'COVID', 'Covid1984', 'COVIDIOTS', 'VaccineMandate', 'Resist', 'NaturalImmunity', 'CrimesAgainstHumanity']","['fullyvaccin', 'higher', 'infect', 'rate', 'unvaccin', 'situat', 'worsen', 'vaccinepassport', 'can’t', 'justifi', 'true', 'report', 'covid19', 'covid', 'covid1984', 'covidiot', 'vaccinemand', 'resist', 'naturalimmun', 'crimesagainsthuman', 'httpstcouswxkxkgkz']"
9875,[],"['cloak', 'dagger', 'militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'httpstcohgbzrx6hu0']"
9876,[],"['je178ren', 'peopl', 'enclos', 'area', 'doubl', 'vax', 'shown', 'vaccin', 'passport', 'gain', 'entri', 'think', 'think', 'behind', 'help', 'prevent', 'seriou', 'ill', 'hospitalis', 'death']"
9877,[],"['peteevansnot', 'you’r', 'offer', '“gift', 'purchase”', 'mask', 'exempt', 'vaccin', 'passport', 'i’m', 'interest']"
9878,[],"['shanegardiner88', 'waynejburrow', 'gkeall', 'correct', 'suggest', 'anyon', 'ever', 'forc', 'show', 'vaccin', 'passport']"
9879,[],"['becom', 'depend', 'govern', 'forc', 'whatev', 'vaccin', 'passport', 'social', 'credit', 'system', 'dictat', 'httpstcokmgige5fyp']"
9880,[],"['essexpr', 'heard', 'day', 'germani', 'highest', 'test', 'posit', 'w', 'europ', 'bavaria', 'we´r', 'alreadi', '60', 'way', 'ffp2', 'mask', 'close', 'venu', 'still', 'show', 'vaccin', 'passport', 'coffe']"
9881,[],"['colonelhogan', 'don’t', 'find', 'interest', 'crack', 'vaccin', 'passport', 'noth']"
9882,[],"['interest', 'note', 'subject', 'wane', 'immun', 'israel', 'doesnt', 'accept', 'doubl', 'vaccin', '6', 'month', 'old', 'vaccin', 'passport', 'youll', 'need', '3rd', 'booster', '6', 'month', 'mark', 'httpstcoixzcrlzzsv']"
9883,[],"['cjsnowdon', 'fellow', 'iea', 'lad', 'seem', 'think', 'vaccin', 'passport', 'increas', 'freedom', 'agre', 'bizarr', 'posit', 'hold']"
9884,[],"['itali', 'germani', 'franc', 'issu', 'vaccin', 'passport', 'segreg', 'mandatori', 'vaccin', 'mask', 'mandat', 'scientif', 'medic', 'argument', 'draconian', 'citizen', 'control', 'measur', 'collaps', 'total', 'bullshit', 'httpstcosvuzlwz8ui']"
9885,[],"['bowenchri', 'must', 'show', 'vaccin', 'passport', 'noth', 'unless', 'count', 'vote', 'beyond', 'grave']"
9886,[],"['need', 'vaccin', 'passport', 'get', 'nightclub', 'etc', 'newcastl', 'seen', 'thing', 'say', 'ye', 'say', 'newcastlecc']"
9887,[],"['bbcr4today', 'marthakearney', '2025', 'covid', 'case', 'go', '10', '15', 'day', 'old', 'patrick', 'say', 'danger', 'everybodi', 'get', 'mask', 'get', 'vaccin', 'passport', 'see', 'famili', '5th', 'xma', 'row', 'end', 'alway', 'push', 'restrict']"
9888,[],"['essexpr', 'total', 'agre', 'govern', 'intent', 'introduc', 'vaccin', 'passport', 'it’', 'agenda', 'told', 'push']"
9889,[],"['i’m', 'glad', 'limit', 'ticket', 'sale', 'pittodri', 'don’t', 'go', 'stringent', 'vaccin', 'passport', 'check', 'httpstcojlf4s9ojga']"
9890,[],"['freakimu', 'yeah', 'rearrang', 'arena', 'saw', 'tonight', 'everyon', 'vaccin', 'passport', 'lol']"
9891,[],"['wonder', 'anti', 'vaccin', 'passport', 'protestor', 'would', 'treat', 'polic', 'start', 'caus', 'mass', 'disrupt', 'glu', 'road', 'baton', 'tazer', 'prison', 'would', 'think']"
9892,[],"['eagllefirestorm', 'yellow', 'fever', 'vaccin', 'passport', 'enter', 'restaur']"
9893,[],"['smoggiec', 'alessandrin0', 'bbcworld', 'alreadi', 'vaccin', 'passport', 'pandem', 'even', 'thing', 'it’', 'call', 'passport']"
9894,[],"['vaccin', 'passport', 'let', 'know', 'venu', 'enter', 'full', 'likemind', 'bed', 'wet', 'arsehol', 'like']"
9895,[],"['parami', 'great', 'good', 'news', 'worth', '£68', 'young', 'son', 'arriv', 'pari', 'nightmar', 'passport', 'check', 'one', 'bother', 'vaccin', 'passport', 'paperwork', 'huge', 'queue']"
9896,[],"['gemmajbrennan', 'nytram', 'bbcnew', 'place', 'shown', 'increas', 'infect', 'rate', 'sinc', 'introduc', 'vaccin', 'passport']"
9897,[],"['essexpr', 'vaccin', 'passport', 'advoc', 'advoc', 'anyth', 'health', 'advoc', 'push', 'social', 'credit', 'system', 'simpl']"
9898,[],"['ranjitrao1', 'vaccin', 'stop', 'get', 'would', 'take', 'seem', 'like', 'need', 'lifetim', 'booster', 'link', 'freedom', 'passport']"
9899,[],"['reason', 'vaccin', 'passport', 'quickli', 'show', 'vaccin', 'serv', 'use', 'vaccin', 'prevent', 'transmiss', 'covid', 'protect', 'diseas', 'take', 'note', 'somewher', 'everywher', 'lot', 'peopl', 'con']"
9900,[],"['deadli', 'pandem', 'ar', 'rishisunakjust', 'listen', 'advert', 'wireless', 'right', 'remind', 'open', 'window', 'keep', 'distanc', 'yada', 'yada', 'shove', 'vaccin', 'passport', 'ar', 'go', 'along', 'great', 'reset', 'build', 'back', 'better', 'httpstco6sltzdzgv']"
9901,[],"['nhsuk', 'hi', 'recent', 'got', '3rd', 'covid', 'vaccin', 'show', 'vaccin', 'passport', '3rd', 'vaccin', 'origin', 'vaccin', 'cours', 'assum', 'would', 'one', 'ad', 'futur', 'huge', 'thank', 'vaccin', '❤️']"
9902,[],"['vietnam', 'uk', 'agre', 'earli', 'mutual', 'recognit', '“vaccin', 'passport”', 'sggp', 'english', 'edit', 'httpstcoaroppcp8sx']"
9903,[],"['militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'drive', 'httpstcohzfmwvwzu']"
9904,[],"['burnt', 'ground', 'vaccin', 'passport', 'buy', 'baguett', 'fuck', 'nonsens', '🤪', 'httpstcon72bpod44z']"
9905,[],"['patkennynt', 'live', 'call', 'shop', 'ask', 'fraudul', 'vaccin', 'passportthi', 'man', 'one', 'horribl', 'creatur']"
9906,[],"['mgp2388', 'katiefromtexa', 'carri', 'around', 'vaccin', 'passport', 'one', 'reason', 'inevit', 'mandat', 'booster', 'two', 'mayb']"
9907,[],"['robyninthestix', 'stevepricemedia', 'austodaylistnr', 'listnrau', 'agreeaustralian', 'unvaccin', 'citizen', 'aren’t', 'abl', 'travel', 'without', 'covit', 'vaccin', 'passportso', 'unvaccin', 'tenni', 'player', 'enter', 'australia', 'amp', 'play', 'ao']"
9908,[],"['farrugiasilvana', 'monicabridget21', 'itali', 'better', 'havent', 'seen', 'vaccin', 'passport', 'jab', 'job', 'differ']"
9909,[],"['visitjapan', 'embajadorjpnarg', 'vaccin', 'passport']"
9910,[],"['dingbattu', 'kevinbonham', 'sabralan', 'peopl', 'dont', 'id', 'go', 'doctor', 'get', 'vaccin', 'passport', 'load', 'crap', 'peopl', 'dont', 'id', 'mani', 'peopl', 'australia', 'dont', 'id']"
9911,[],"['peopl', 'also', 'pro', 'vaccin', 'antivaccin', 'mandat', 'antivaccin', 'passport', 'httpstcoyp5n05aafo']"
9912,[],"['f111raf', 'ayrestim', 'problem', 'id', 'vote', 'see', 'fucker', 'make', 'u', 'need', 'produc', 'vaccin', 'passport', 'amp', 'qr', 'check', 'everywher', 'howev', 'problem', 'compulsori', 'vote', 'bit', 'like', 'compulsori', 'vaccin', 'neither', 'appli']"
9913,[],"['vaccin', 'passport', 'could', 'fuel', 'spread', 'covid', 'say', 'leak', 'govern', 'report', 'httpstcobelomxrn7w']"
9914,[],"['interest', 'preseason', 'canuck', 'game', 'check', 'everyone’', 'vaccin', 'passport', 'eu', 'one', 'staff', 'even', 'binder', 'global', 'passport', 'authent', 'httpstcos9p86c6qzq']"
9915,[],"['je178ren', 'don’t', 'vaccin', 'passport']"
9916,[],"['lutherburgsvik', 'how', 'work', 'vaccin', 'passport']"
9917,"['NoVaccinePassports', 'COVID19']","['itali', 'germani', 'franc', 'issu', 'vaccin', 'passport', 'segreg', 'mandatori', 'vaccin', 'mask', 'mandat', 'scientif', 'medic', 'argument', 'draconian', 'citizen', 'control', 'measur', 'collaps', 'total', 'novaccinepassport', 'covid19', 'httpstco1xhubmhlsi']"
9918,[],"['psychiccensor', 'abcnew', 'well', 'group', 'peopl', 'would', 'disenfranchis', 'voter', 'id', 'would', 'face', 'similar', 'barrier', 'organ', 'vaccin', 'passport', 'need', 'dont', 'exactli', 'agre', 'voter', 'id', 'law', 'interest', 'flip', 'pro', 'vax', 'mandatethink', 'bad', 'antivax', 'mandateok']"
9919,[],"['gonna', 'take', '3rd', 'jab', 'vaccin', 'passport', 'cuck']"
9920,[],"['rosscraig', 'janetdujour', 'pjacksonnl', 'mani', 'place', 'teenag', 'work', 'requir', 'show', 'vaccin', 'passport', 'fast', 'food', 'restaur', 'one', 'exampl', 'busi', 'secur', 'personnel', 'avail', 'deal', 'peopl', 'get', 'b', 'like']"
9921,"['auspol', 'SackDanAndrews']","['imu', 'need', 'show', 'vaccin', 'passport', 'eat', 'chicken', 'parmigiana', 'butter', 'chicken', 'local', 'damn', 'well', 'make', 'sure', 'bring', 'id', 'vote…', 'auspol', 'sackdanandrew']"
9922,[],"['aggress', 'ask', 'leav', 'shop', 'ukrain', 'fail', 'produc', 'vaccin', 'passport', 'wtf', 'ukrain']"
9923,[],"['opinionatedmum1', 'insul', 'britain', 'green', 'energi', 'go', 'cashless', 'vaccin', 'passport', 'build', 'back', 'better…i', 'long', 'list', '😂✌🏼❤️']"
9924,"['auspol', 'SackDanAndrews']","['tanyaplibersek', 'yet', 'support', 'need', 'show', 'vaccin', 'passport', 'eat', 'chicken', 'parmigiana', 'butter', 'chicken', 'local', 'sword', 'cut', 'way', 'plebersek…', 'auspol', 'sackdanandrew']"
9925,[],"['toasterkiwi', 'current', 'use', 'true', 'potenti', 'token', '1', '1', 'document', 'car', 'titl', 'vaccin', 'passport', 'id', 'etc', 'hedera’', 'carbon', 'neg', 'network', 'good', 'rich', 'peopl', 'launder', 'money', 'etherium’', 'carbon', 'emit', 'network', 'bad', 'good', 'scenario', 'won’t', 'play', 'year', 'tho']"
9926,[],"['netzmelb', 'narelleford', 'that’', 'easi', 'fixed…us', 'vaccin', 'passport', 'legitim', 'medic', 'exempt']"
9927,[],"['vaccin', 'passport', 'get', 'tesco’', 'watch', 'thesnp', 'close', 'trust', 'httpstco9zwvsevupu']"
9928,[],"['tanyaplibersek', 'darthspoog', 'compromis', 'show', 'yr', 'vaccin', 'passport…that', 'sort', 'chaff', 'hay…🤔']"
9929,[],"['doesnt', 'stop', 'two', 'dose', 'multidos', 'multiyear', 'vaccin', 'subscript', '2', 'dose', 'year', 'minimum', 'el', 'vaccin', 'passport', 'show', 'unvaccin', 'httpstco2lbwzoirap']"
9930,[],"['jillcoltonfre', 'emeraldtyg', 'honestli', 'dont', 'like', 'vaccin', 'passport', '']"
9931,[],"['teambadjan', 'elaineayrshir', 'sherbetjibjab', 'keirstarm', 'peopl', 'jump', 'vaccin', 'passport', 'great', 'way', 'track', 'vaccin', 'need', 'restrict', 'access', 'event', 'etc', 'demand', 'increas', 'pharma', 'compani', 'use', 'info', 'process', 'sell', 'product', 'govern']"
9932,"['Switzerland', 'Italy', 'Seattle', 'NYC']","['vaccin', 'passport', 'protest', 'switzerland', 'featur', 'yoke', 'httpstcoogrko0jc3', 'next', 'time', 'socialist', 'democrat', 'want', 'say', '“everybody”', 'want', 'medicin', 'forc', 'bodi', 'govern', 'consid', 'switzerland', 'itali', 'seattl', 'nyc']"
9933,[],"['pjadelani', 'buezek', 'mistlizzy01', 'u', 'dont', 'requir', 'visa', 'arriv', 'ur', 'visit', 'nigeria', 'ghanaian', 'passport', 'direct', 'access', 'ur', 'businessand', 'vice', 'versau', 'might', 'need', 'show', 'ur', 'accomod', 'detailsplu', 'yellow', 'cardand', 'mayb', 'covid', '19', 'vaccin', 'card']"
9934,[],"['teambadjan', 'elaineayrshir', 'sherbetjibjab', 'keirstarm', 'get', 'go', 'ill', 'help', 'went', 'event', 'need', 'vaccin', 'passport', 'refus', 'entri', 'unvaccin', 'arguabl', 'form', 'discrimin', 'much', 'remov', 'person', 'choic', 'health']"
9935,[],"['fliono', 'fair', 'enough', 'bro', 'also', 'mandat', 'passport', 'etc', 'intent', 'take', 'vaccin', 'quit', 'honest', 'happi', 'anyon', 'want', 'get', 'though', '🤷\u200d♀️']"
9936,[],"['wordsphras', 'make', 'stomach', 'churn', 'epidemiolog', 'scienc', 'model', 'health', 'advic', 'booster', 'shot', 'vaccin', 'passport', 'net', 'zero', 'pandem', 'bill', 'gate', 'cho', 'direct', 'fiona', 'patten', 'daniel', 'andrew', 'khunt']"
9937,[],"['tonyhinton2016', 'uklabour', '“so', 'vaccin', 'passport', 'complet', 'nonsens', 'medic', 'fact', 'support', 'it”', 'presum', 'decent', 'evid', 'prove', 'i’v', 'ask', 'mani', 'time', 'without', 'result']"
9938,[],"['rickmoore1980', 'much', 'logic', 'scienc', 'use', 'nobodi', 'explain', 'rule', 'viru', 'doubl', 'jab', 'hold', 'vaccin', 'passport', 'must', 'ok']"
9939,[],"['yay', 'vaccin', 'passport', 'final', 'arriv', 'httpstcojtuhfuwzdx']"
9940,[],"['leftyscumbag', 'requir', 'driver', 'licenc', 'vaccin', 'passport', 'requir', 'form', 'identif']"
9941,[],"['healthfirst500', 'even', 'find', 'render', 'vaccin', 'passport', 'complet', 'useless', 'unless', 'it’', 'purpos', 'mere', 'control', 'public']"
9942,[],"['cloak', 'dagger', 'militari', 'intellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'uncen', 'httpstcogs3wcg9t5i']"
9943,[],"['stuartr89012353', 'bananajam1968', 'mrdarcy1815', '1ohreal', 'sallyjiggl', 'berrytartlet', 'statistchick', 'karenalainehunt', 'activ', 'root', 'govern', 'mandat', 'behavior', 'plea', 'forc', 'u', 'mask', 'get', 'jab', 'twice', 'year', 'show', 'vaccin', 'passport', 'eat', 'restaur']"
9944,[],"['want', 'make', 'sure', 'ive', 'got', 'right', 'need', 'vaccin', 'passport', 'prove', 'ive', 'vaccin', 'doesnt', 'work', 'viru', 'wont', 'kill', 'even', 'though', 'place', 'alreadi', 'use', 'vaccin', 'passport', 'amp', 'everyon', 'fulli', 'vax', 'get', 'outbreak', 'viru']"
9945,['News'],"['docket', 'vaccin', 'passport', 'use', 'new', 'jersey', 'utah', 'bug', 'allow', 'access', 'peopl', 'vaccin', 'record', 'httpstco96ji7gihji', 'news', 'via', 'techcrunch']"
9946,[],"['sammualm', 'ianefc1878', 'concern', 'mine', 'nh', 'proof', 'vaccin', 'app', 'doesn’t', 'show', 'middl', 'name', 'match', 'passport', 'name', 'exactli', 'plea', 'repli', 'anyon', 'know']"
9947,[],"['think', 'contract', 'covid', 'like', 'parti', 'weekend', 'wale', 'need', 'vaccin', 'passport', 'get', 'grandad', 'contact', 'sinc', 'know', 'vaccin', 'mum', 'mix', 'freeli', 'vaccin', 'self', 'isol', 'httpstcozw3louoc8t']"
9948,[],"['brucearena', 'awakenotawoken', 'think', 'contract', 'covid', 'like', 'parti', 'weekend', 'wale', 'need', 'vaccin', 'passport', 'get', 'grandad', 'contact', 'sinc', 'know', 'vaccin', 'mum', 'mix', 'freeli', 'vaccin', 'self', 'isol']"
9949,[],"['je178ren', 'hope', 'dad', 'okay', 'i’d', 'worri', 'unvax', 'could', 'mean', 'worri', 'rel', 'merit', 'vaccin', 'passport']"
9950,[],"['httpstcoledo7ufd89', 'come', 'shore', 'digit', 'id2020', 'vaccin', 'passport', 'one', 'packag', 'zoom', 'life', 'toni', 'blair', 'lobbi', 'bill', 'gate', 'paid', 'million', 'convinc', 'public', 'digit', 'id', 'vaccin', 'passport', 'fun']"
9951,[],"['alexmaccaroon', 'martindaubney', 'what', 'vaccin', 'passport']"
9952,['Covid'],"['although', 'england', 'requir', 'pas', 'scotland', 'implement', 'vaccin', 'passport', 'itali', 'requir', 'covid', 'pas', 'enter', 'workplac', 'austria', 'follow', 'suit', 'httpstcodqmdnhtut']"
9953,[],"['docket', 'vaccin', 'passport', 'use', 'new', 'jersey', 'utah', 'bug', 'allow', 'access', 'peopl', 'vaccin', 'record', 'httpstcowt6ka74lhq']"
9954,[],"['marshallmick', 'wearethentia', 'love', 'hear', '🙏', 'need', 'stick', 'togeth', 'peopl', 'arent', 'take', 'consider', 'sinist', 'vaccin', 'passport', 'slipperi', 'slope', 'accept', 'thank', 'support', 'freedom', 'choic']"
9955,"['Novavax', 'Pfizer']","['anyon', 'el', 'novavax', 'part', 'trial', 'went', 'pfizer', 'vaccin', 'find', 'domest', 'covid', 'passport', 'expir', 'nh', 'app']"
9956,[],"['thomaspainenz', 'big', 'corpor', 'vaccin', 'passport', 'mandat', 'flourish', 'buy', 'small', 'busi', 'fire', 'sale', 'price']"
9957,[],"['nightclub', 'say', 'cant', 'oper', 'vaccin', 'passport', 'fuck', 'gonna', 'search', 'everyon', 'needl', 'httpstco9ucfl19etv']"
9958,[],"['prfandrewmartin', 'chrischirp', 'implaus', 'reason', 'low', 'infect', 'rate', 'franc', 'vaccin', 'passports…', 'happi', 'correct', 'seen', 'report', 'effect', 'busi', 'know', 'footfal', 'restaur', 'etc', 'fell', 'dramat', 'start', 'vax', 'passport', 'mandat']"
9959,[],"['2', 'interest', 'must', 'read', 'httpstcoktei9xhl3g', 'httpstco64nuza0fnf']"
9960,[],"['stevensphil', 'sdgrumbin', 'grkstav', 'forget', 'mmtthe', 'chicago', 'plan', 'come', 'fast', 'amp', 'furiou', 'vaccin', 'passport', 'climat', 'chang', 'need', 'superst', 'protect', 'u', 'piec', 'puzzl', 'btw', 'nomin', 'saul', 'omarova', 'seem', 'confirm', 'directionor', 'opinion', '']"
9961,['VoteThemAllOut'],"['vaccin', 'passport', 'necessari', 'haircut', 'show', 'id', 'vote', '‘racist’', 'labor', 'obvious', 'driven', 'marxist', '‘critic', 'race', 'theory’', 'votethemallout', 'albomp', 'httpstcozyg0itq5r9']"
9962,[],"['‘cloak', 'dagger’', 'militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', '–', 'jeremi', 'loffredo', 'max', 'blumenth', 'grayzon', 'httpstcoswyw5mcwcz']"
9963,[],"['simonfawthrop', 'one', 'virtu', 'signal', 'vaccin', 'need', 'passport', 'fill', 'real', 'need']"
9964,[],"['orwellian', 'vaccin', 'passport', 'agenda', 'reli', 'lie', '“social', 'contract”', 'httpstcofus1m7j4zk']"
9965,[],"['pandem', 'doubl', 'dose', 'notion', 'vaccin', 'passport', 'destroy', 'data', 'httpstcoie2efpniia']"
9966,[],"['bbc', 'abysm', '100000', 'protest', 'vaccin', 'mandat', 'vaccin', 'passport', 'everi', 'week', 'franc', 'itali', 'germani', 'holland', 'etc', 'worthi', 'report', 'would', 'bbc', 'job', 'tell', 'think', 'thing', 'httpstcovhcqht3omp']"
9967,[],"['govindajith5', 'pbhushan1', 'vaccin', 'cure', 'mani', 'altern', 'treat', 'covid', 'theyr', 'push', 'vaccin', 'two', 'thing', '1', 'profit', 'vaccin', 'compani', '2', 'govern', 'control', 'public', 'use', 'vaccin', 'passport', 'bad', 'common', 'man', 'long', 'run']"
9968,[],"['ask', 'beer', 'need', 'show', 'vaccin', 'passport', 'httpstcolsk2jw4k1o']"
9969,[],"['thevoxwolf', 'nannychoop', 'think', 'vaccin', 'covid', 'passport', 'two', 'differ', 'thing', 'know', 'vaccin', 'stop', 'small', 'pox', 'vaccin', 'arent', 'bad', 'per', 'se', 'wherea', 'covid', 'passport', 'strip', 'u', 'right', 'potenti', 'lead', 'restrict', 'outcom', 'collect', 'say']"
9970,[],"['includ', 'dad', 'bod', 'deplatform', 'vaccin', 'passport', 'fourth', 'trimest', 'whatabout', 'ad', 'new', 'word', 'dictionari', 'octob', '2021', 'httpstcoopebaz9uet']"
9971,[],"['use', 'info', 'voter', 'id', 'also', 'vaccin', 'passport', 'leftw', 'head', 'start', 'spin', 'httpstcopwxtxhnl0o']"
9972,"['NoMandates', 'NoVaccinePassportsAnywhere']","['mamataoffici', 'state', 'covid', 'case', 'bengal', 'amongst', 'doubl', 'jab', 'henc', 'system', 'apartheid', 'jab', 'unjab', 'justif', 'coerciv', 'mandateshealth', 'passvaccin', 'passport', 'nomand', 'novaccinepassportsanywher', 'httpstcoo4cjfpcmwi']"
9973,[],"['run', 'around', 'today', 'get', 'paperwork', 'acquir', 'vaccin', 'passport', 'leav', 'japan', 'take', 'break', 'hit', 'maid', 'cafe', 'next', 'httpstcorwjvzjqi7g']"
9974,[],"['tonyhinton2016', 'uklabour', 'vaccin', 'passport', 'vaccin', 'passport', 'england', 'strang', 'someon', 'much', 'experi', 'nh', 'comprehend', 'fact', 'vaccin', 'erad', 'transmiss', 'minimalis', 'effect', 'higher', 'risk', 'unvaccin']"
9975,[],"['librari', 'assist', 'commun', 'pandem', '👏', 'httpstcojegvapf8h']"
9976,[],"['', 'fulli', 'vaccin', '1', 'shot', '2', 'shot', '3', 'shot', '2', 'plu', 'booster', '4', 'shot', 'answer', 'depend', 'mani', 'isra', 'protest', 'gov', 'requir', '4th', 'covid', 'vax', 'shot', 'keep', 'vaccin', 'passport', 'call', 'green', 'pas', 'valid', 'httpstcootveb0ruyv']"
9977,[],"['borisjohnson', 'vaccin', 'passport', 'total', 'wast', 'time', '🙄🤡🌎', 'httpstcofsjvbffv5w']"
9978,[],"['keirstarm', 'rachelreevesmp', 'edmiliband', 'doubl', 'jab', 'statement', 'end', 'vaccin', 'passport', 'debat', 'shouldn’t', 'await', 'repli']"
9979,[],"['nudder12', 'record', 'didnt', 'comment', 'vaccin', 'passport', 'argument', 'side', 'polit', 'use', 'voter', 'id', 'appli', 'significantli', 'wors', 'manner', 'vaccin', 'passport', 'shame']"
9980,[],"['wonder', 'm', 'lumley', 'ration', 'idea', 'might', 'work', 'ooh', 'know', 'could', 'utilis', 'digit', 'vaccin', 'passport', 'let', 'thinklet', 'think', 'bingo', 'carbon', 'credit', 'meat', 'energi', 'use', 'travel', 'etc', 'im', 'surpris', 'havent', 'thought', 'alreadi', '😏', 'httpstcoolvmf0qro']"
9981,[],"['australia', 'mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'httpstcot7nibeeauj']"
9982,[],"['gbnew', 'use', 'vaccin', 'passport']"
9983,[],"['pleasurelab', 'except', 'compulsori', 'vote', 'need', 'id', 'differ', 'vaccin', 'passport', 'dont', 'agre', 'chang', 'ultim', 'robust', 'vote', 'system', 'v', 'u']"
9984,[],"['simon26437564', 'ambermatthews1', 'jonathonkelly15', 'that', 'fear', 'say', 'booster', 'vaccin', 'passport', 'expir', 'vaccin', 'suppos', 'prevent', 'death', 'amp', 'doesnt', 'stop', 'transmiss', '2x', 'dose', 'stop', 'die', 'get', 'covid', 'need', '3rd']"
9985,[],"['shame', 'far', 'left', 'allow', 'peopl', 'vote', 'want', 'vaccin', 'passport', 'vote', 'id', 'hypocrit', 'httpstcojfwvijahvx']"
9986,[],"['mohfwindia', 'unabl', 'link', 'passport', 'covid', 'vaccin', 'certif', 'get', 'error', 'screenshot', 'attach', 'creat', 'ticket', '304161', 'get', 'respons', 'toll', 'free', 'number', 'issu', 'famili', 'memberssir', 'mansukhmandviya', 'plea', 'help', 'pmoindia', 'httpstco1ndg3vpoal']"
9987,[],"['doubl', 'jab', 'get', 'vaccin', 'passport', 'doubl', 'jab', 'get', 'covid', 'vaccin', 'passport', 'allow', 'unrestrict', 'movement', 'it’', 'rocket', 'scienc', '💡', 'httpstcowl4bkjabvf']"
9988,[],"['welshlambpgi', 'francescocook', 'wale', 'stop', 'b', 'vaccin', 'passport', 'scheme', 'ill', 'avoid', 'anyth', 'could', 'help', 'economi', 'keep', 'price', 'sheep']"
9989,[],"['unvax', 'problem', 'hear', 'httpstco5odadgy402']"
9990,[],"['waynejburrow', 'gkeall', 'henc', 'man', 'util', 'vaccin', 'passport', 'privileg', 'inform', 'comfort', 'share', 'nonmed', 'personnel', 'privaci', 'act', 'clear', 'right', 'around', 'medic', 'inform', 'good', 'reason']"
9991,[],"['mp', 'forc', 'parliament', 'oz', 'httpstco00zlpdetfr']"
9992,['AusPol'],"['venn', 'diagram', 'peopl', 'say', 'discriminatori', 'minor', 'group', 'requir', 'voter', 'id', 'peopl', 'say', 'requir', 'show', 'id', 'obtain', 'vaccin', 'passport', 'face', 'compulsori', 'sack', 'exclus', 'shop', 'prevent', 'travel', 'auspol']"
